,view_rate,date,start time,finish time
미운 우리 새끼,14.800000000000002,20200517,밤9:05, 11:05
미스터리 음악쇼 복면가왕,10.4,20200517,저녁6:15, 7:55
기막힌 유산,18.8,20200518,저녁8:30, 9:00
위험한 약속,12.5,20200518,저녁7:50, 8:30
KBS 뉴스 9,12.0,20200518,밤9시, 10시매주 주말 밤 9시 
기막힌 유산,18.7,20200519,저녁8:30, 9:00
KBS 뉴스 9,13.1,20200519,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.6,20200519,저녁7:50, 8:30
기막힌 유산,17.7,20200520,저녁8:30, 9:00
KBS 뉴스 9,12.3,20200520,밤9시, 10시매주 주말 밤 9시 
뽕숭아학당,11.737,20200520,밤10:00, 12:30
신청곡을 불러드립니다,20.128,20200521,에러,에러
기막힌 유산,19.0,20200521,저녁8:30, 9:00
신청곡을 불러드립니다,16.039,20200521,에러,에러
기막힌 유산,17.4,20200522,저녁8:30, 9:00
위험한 약속,11.7,20200522,저녁7:50, 8:30
나 혼자 산다,11.6,20200522,밤11:10, 12:50
한 번 다녀왔습니다,23.5,20200523,저녁7:55, 밤 9:15
아는 형님,13.309,20200523,밤9:00, 10:40
불후의 명곡,10.05,20200523,매주 일요일 오후 5시 30분,에러
한 번 다녀왔습니다,28.85,20200524,저녁7:55, 밤 9:15
미운 우리 새끼,14.9,20200524,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.5,20200524,오후9:15, 11:10
기막힌 유산,20.4,20200525,저녁8:30, 9:00
KBS 뉴스 9,14.6,20200525,밤9시, 10시매주 주말 밤 9시 
위험한 약속,13.0,20200525,저녁7:50, 8:30
기막힌 유산,20.3,20200526,저녁8:30, 9:00
위험한 약속,13.2,20200526,저녁7:50, 8:30
KBS 뉴스 9,12.2,20200526,밤9시, 10시매주 주말 밤 9시 
기막힌 유산,19.1,20200527,저녁8:30, 9:00
KBS 뉴스 9,13.2,20200527,밤9시, 10시매주 주말 밤 9시 
뽕숭아학당,11.616,20200527,밤10:00, 12:30
기막힌 유산,19.5,20200528,저녁8:30, 9:00
신청곡을 불러드립니다,19.342,20200528,에러,에러
신청곡을 불러드립니다,15.185,20200528,에러,에러
기막힌 유산,17.5,20200529,저녁8:30, 9:00
나 혼자 산다,11.85,20200529,밤11:10, 12:50
KBS 뉴스 9,11.4,20200529,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,23.25,20200530,저녁7:55, 밤 9:15
불후의 명곡,11.25,20200530,매주 일요일 오후 5시 30분,에러
KBS 뉴스 9,9.8,20200530,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,28.1,20200531,저녁7:55, 밤 9:15
미운 우리 새끼,15.0,20200531,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.0,20200531,오후9:15, 11:10
기막힌 유산,20.7,20200601,저녁8:30, 9:00
KBS 뉴스 9,13.7,20200601,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.3,20200601,저녁7:50, 8:30
기막힌 유산,19.6,20200602,저녁8:30, 9:00
KBS 뉴스 9,12.8,20200602,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.8,20200602,저녁7:50, 8:30
기막힌 유산,19.5,20200603,저녁8:30, 9:00
뽕숭아학당,12.442,20200603,밤10:00, 12:30
KBS 뉴스 9,12.1,20200603,밤9시, 10시매주 주말 밤 9시 
기막힌 유산,21.2,20200604,저녁8:30, 9:00
신청곡을 불러드립니다,20.008,20200604,에러,에러
신청곡을 불러드립니다,18.093,20200604,에러,에러
기막힌 유산,16.9,20200605,저녁8:30, 9:00
KBS 뉴스 9,11.7,20200605,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,11.45,20200605,밤11:10, 12:50
한 번 다녀왔습니다,26.450000000000003,20200606,저녁7:55, 밤 9:15
살림하는 남자들,9.75,20200606,밤9:15, 10:30
불후의 명곡,9.5,20200606,매주 일요일 오후 5시 30분,에러
한 번 다녀왔습니다,27.75,20200607,저녁7:55, 밤 9:15
미운 우리 새끼,15.733333333333334,20200607,밤9:05, 11:05
TV 동물농장,10.3,20200607,일요일오전, 10:50
기막힌 유산,19.9,20200608,저녁8:30, 9:00
KBS 뉴스 9,13.5,20200608,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.4,20200608,저녁7:50, 8:30
기막힌 유산,19.3,20200609,저녁8:30, 9:00
KBS 뉴스 9,13.0,20200609,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.5,20200609,저녁7:50, 8:30
기막힌 유산,19.3,20200610,저녁8:30, 9:00
위험한 약속,12.6,20200610,저녁7:50, 8:30
뽕숭아학당,11.902,20200610,밤10:00, 12:30
기막힌 유산,20.7,20200611,저녁8:30, 9:00
신청곡을 불러드립니다,18.151,20200611,에러,에러
신청곡을 불러드립니다,17.7,20200611,에러,에러
기막힌 유산,20.4,20200612,저녁8:30, 9:00
위험한 약속,12.8,20200612,저녁7:50, 8:30
KBS 뉴스 9,12.7,20200612,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,25.55,20200613,저녁7:55, 밤 9:15
놀면 뭐하니?,9.600000000000001,20200613,저녁6:30, 7:55
살림하는 남자들,9.6,20200613,밤9:15, 10:30
한 번 다녀왔습니다,29.3,20200614,저녁7:55, 밤 9:15
미운 우리 새끼,13.933333333333335,20200614,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.1,20200614,오후9:15, 11:10
기막힌 유산,21.2,20200615,저녁8:30, 9:00
KBS 뉴스 9,12.4,20200615,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.3,20200615,저녁7:50, 8:30
기막힌 유산,19.7,20200616,저녁8:30, 9:00
KBS 뉴스 9,13.2,20200616,밤9시, 10시매주 주말 밤 9시 
인간극장,9.9,20200616,아침7:50, 8:25
기막힌 유산,20.3,20200617,저녁8:30, 9:00
KBS 뉴스 9,13.3,20200617,밤9시, 10시매주 주말 밤 9시 
뽕숭아학당,12.274,20200617,밤10:00, 12:30
기막힌 유산,19.5,20200618,저녁8:30, 9:00
신청곡을 불러드립니다,17.755,20200618,에러,에러
신청곡을 불러드립니다,15.583,20200618,에러,에러
기막힌 유산,18.3,20200619,저녁8:30, 9:00
나 혼자 산다,13.3,20200619,밤11:10, 12:50
위험한 약속,11.8,20200619,저녁7:50, 8:30
한 번 다녀왔습니다,25.7,20200620,저녁7:55, 밤 9:15
불후의 명곡,10.4,20200620,매주 일요일 오후 5시 30분,에러
KBS 뉴스 9,10.1,20200620,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,30.2,20200621,저녁7:55, 밤 9:15
미운 우리 새끼,15.399999999999999,20200621,밤9:05, 11:05
TV 동물농장,10.55,20200621,일요일오전, 10:50
기막힌 유산,19.7,20200622,저녁8:30, 9:00
KBS 뉴스 9,13.1,20200622,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.9,20200622,저녁7:50, 8:30
기막힌 유산,19.3,20200623,저녁8:30, 9:00
KBS 뉴스 9,13.4,20200623,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.5,20200623,저녁7:50, 8:30
기막힌 유산,19.3,20200624,저녁8:30, 9:00
위험한 약속,14.3,20200624,저녁7:50, 8:30
뽕숭아학당,12.232,20200624,밤10:00, 12:30
신청곡을 불러드립니다,17.1,20200625,에러,에러
신청곡을 불러드립니다,16.269,20200625,에러,에러
위험한 약속,13.7,20200625,저녁7:50, 8:30
기막힌 유산,18.5,20200626,저녁8:30, 9:00
나 혼자 산다,12.3,20200626,밤11:10, 12:50
위험한 약속,12.1,20200626,저녁7:50, 8:30
한 번 다녀왔습니다,25.4,20200627,저녁7:55, 밤 9:15
놀면 뭐하니?,8.95,20200627,저녁6:30, 7:55
KBS 뉴스 9,8.7,20200627,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,29.9,20200628,저녁7:55, 밤 9:15
미운 우리 새끼,15.366666666666665,20200628,밤9:05, 11:05
슈퍼맨이 돌아왔다,9.35,20200628,오후9:15, 11:10
기막힌 유산,21.0,20200629,저녁8:30, 9:00
위험한 약속,13.4,20200629,저녁7:50, 8:30
KBS 뉴스 9,13.2,20200629,밤9시, 10시매주 주말 밤 9시 
기막힌 유산,19.6,20200630,저녁8:30, 9:00
위험한 약속,14.0,20200630,저녁7:50, 8:30
KBS 뉴스 9,13.5,20200630,밤9시, 10시매주 주말 밤 9시 
